,usrec,unrate,cpiaucsl,indpro,m2sl,wtisplc,icsa,houst,gs10,tb3ms,baa,ppiaco,sp500,precio_oro
1999-11-30,0.0,4.1,168.4,90.9618,4611.8,24.97,288000.0,1648.0,6.03,5.07,8.15,128.3,1388.9100341796875,293.18
1999-12-31,0.0,4.0,168.8,91.6634,4639.3,26.08,268000.0,1708.0,6.28,5.2,8.19,127.8,1469.25,283.07
2000-01-31,0.0,4.0,169.3,91.538,4667.6,27.18,285000.0,1636.0,6.66,5.32,8.33,128.3,1394.4599609375,284.32
2000-02-29,0.0,4.1,170.0,91.8239,4680.9,29.35,280000.0,1737.0,6.52,5.55,8.29,129.8,1366.4200439453125,299.86
2000-03-31,0.0,4.0,171.0,92.1504,4711.7,29.89,272000.0,1604.0,6.26,5.69,8.37,130.8,1498.5799560546875,286.39
2000-04-30,0.0,3.8,170.9,92.6989,4767.8,25.74,291000.0,1626.0,5.99,5.66,8.4,130.7,1452.4300537109375,279.69
2000-05-31,0.0,4.0,171.2,92.9499,4755.7,28.78,280000.0,1575.0,6.44,5.79,8.9,131.6,1420.5999755859375,275.19
2000-06-30,0.0,4.0,172.2,92.9862,4773.6,31.83,296000.0,1559.0,6.1,5.69,8.48,133.8,1454.5999755859375,285.73
2000-07-31,0.0,4.0,172.7,92.8048,4791.3,29.77,298000.0,1463.0,6.05,5.96,8.35,133.7,1430.8299560546875,281.59
2000-08-31,0.0,4.1,172.7,92.5521,4819.5,31.22,312000.0,1541.0,5.83,6.09,8.26,132.9,1517.6800537109375,278.29998779296875
2000-09-30,0.0,3.9,173.6,92.9792,4855.2,33.88,292000.0,1507.0,5.8,6.0,8.35,134.7,1436.510009765625,273.6000061035156
2000-10-31,0.0,3.9,173.9,92.6179,4871.3,33.08,301000.0,1549.0,5.74,6.11,8.34,135.4,1429.4000244140625,270.0
2000-11-30,0.0,3.9,174.2,92.6438,4882.7,34.4,356000.0,1551.0,5.72,6.17,8.28,135.0,1314.949951171875,270.1000061035156
2000-12-31,0.0,3.9,174.6,92.3415,4927.6,28.46,353000.0,1532.0,5.24,5.77,8.02,136.2,1320.280029296875,272.0
2001-01-31,0.0,4.2,175.6,91.902,4978.3,29.58,362000.0,1600.0,5.16,5.15,7.93,140.0,1366.010009765625,265.6000061035156
2001-02-28,0.0,4.2,176.0,91.3034,5017.0,29.61,386000.0,1625.0,5.1,4.88,7.87,137.4,1239.93994140625,266.79998779296875
2001-03-31,0.0,4.3,176.1,91.1162,5074.8,27.24,388000.0,1590.0,4.89,4.42,7.84,135.9,1160.3299560546875,257.8999938964844
2001-04-30,1.0,4.4,176.4,90.7891,5139.1,27.41,406000.0,1649.0,5.14,3.87,8.07,136.4,1249.4599609375,260.48
2001-05-31,1.0,4.3,177.3,90.3555,5137.2,28.64,405000.0,1605.0,5.39,3.62,8.07,136.8,1255.8199462890625,265.29998779296875
2001-06-30,1.0,4.5,177.7,89.8784,5180.1,27.6,394000.0,1636.0,5.28,3.49,7.97,135.5,1224.3800048828125,270.6000061035156
2001-07-31,1.0,4.6,177.4,89.3028,5210.0,26.45,388000.0,1670.0,5.24,3.51,7.97,133.4,1211.22998046875,267.53
2001-08-31,1.0,4.9,177.4,89.2003,5243.8,27.47,395000.0,1567.0,4.97,3.36,7.85,133.4,1133.5799560546875,274.3999938964844
2001-09-30,1.0,5.0,178.1,88.7485,5355.1,25.88,517000.0,1562.0,4.73,2.64,8.03,133.3,1040.93994140625,292.3999938964844
2001-10-31,1.0,5.3,177.6,88.5052,5343.8,22.21,483000.0,1540.0,4.57,2.16,7.91,130.3,1059.780029296875,279.5
2001-11-30,1.0,5.5,177.5,87.97,5387.5,19.67,491000.0,1602.0,4.65,1.87,7.81,129.8,1139.449951171875,273.8999938964844
2001-12-31,0.0,5.7,177.4,87.9324,5440.5,19.33,421000.0,1568.0,5.09,1.69,8.05,128.1,1148.0799560546875,278.70001220703125
2002-01-31,0.0,5.7,177.7,88.5176,5460.9,19.67,414000.0,1698.0,5.04,1.65,7.87,128.5,1130.199951171875,282.1000061035156
2002-02-28,0.0,5.7,178.0,88.5278,5490.2,20.74,398000.0,1829.0,4.91,1.72,7.89,128.4,1106.72998046875,296.70001220703125
2002-03-31,0.0,5.7,178.5,89.1686,5502.0,24.42,479000.0,1642.0,5.28,1.79,8.11,129.8,1147.3900146484375,302.6000061035156
2002-04-30,0.0,5.9,179.3,89.604,5502.1,26.27,414000.0,1592.0,5.21,1.71,8.03,130.8,1076.9200439453125,308.8999938964844
2002-05-31,0.0,5.8,179.5,89.964,5528.3,27.02,403000.0,1764.0,5.16,1.73,8.09,130.8,1067.1400146484375,326.5
2002-06-30,0.0,5.8,179.6,90.7061,5553.3,25.52,386000.0,1717.0,4.93,1.7,7.95,130.9,989.8200073242188,313.5
2002-07-31,0.0,5.8,180.0,90.6769,5596.0,26.94,390000.0,1655.0,4.65,1.68,7.9,131.2,911.6199951171876,303.20001220703125
2002-08-31,0.0,5.7,180.5,90.5762,5638.3,28.38,394000.0,1633.0,4.26,1.62,7.58,131.5,916.0700073242188,312.3999938964844
2002-09-30,0.0,5.7,180.8,90.6531,5662.3,29.67,409000.0,1804.0,3.87,1.63,7.4,132.3,815.280029296875,319.14
2002-10-31,0.0,5.7,181.2,90.4643,5707.1,28.85,409000.0,1648.0,3.94,1.58,7.73,133.2,885.760009765625,318.0
2002-11-30,0.0,5.9,181.5,90.9711,5758.1,26.27,377000.0,1753.0,4.05,1.23,7.62,133.1,936.3099975585938,316.79998779296875
2002-12-31,0.0,6.0,181.8,90.4652,5779.4,29.42,409000.0,1788.0,4.03,1.19,7.45,132.9,879.8200073242188,331.92
2003-01-31,0.0,5.8,182.6,91.2361,5812.1,32.94,407000.0,1853.0,4.05,1.17,7.35,135.3,855.7000122070312,368.2999877929688
2003-02-28,0.0,5.9,183.6,91.3445,5848.2,35.87,421000.0,1629.0,3.9,1.17,7.06,137.6,841.1500244140625,350.20001220703125
2003-03-31,0.0,5.9,183.9,91.1044,5868.4,33.55,436000.0,1726.0,3.81,1.13,6.95,141.2,848.1799926757812,335.8999938964844
2003-04-30,0.0,6.0,183.2,90.5617,5905.5,28.25,444000.0,1643.0,3.96,1.13,6.85,136.8,916.9199829101562,339.1000061035156
2003-05-31,0.0,6.1,182.9,90.537,5965.3,28.14,431000.0,1751.0,3.57,1.07,6.38,136.7,963.5900268554688,364.5
2003-06-30,0.0,6.3,183.1,90.6527,6002.2,30.72,429000.0,1867.0,3.33,0.92,6.19,138.0,974.5,356.352
2003-07-31,0.0,6.2,183.7,91.1185,6049.1,30.76,398000.0,1897.0,3.98,0.9,6.62,137.7,990.3099975585938,354.0
2003-08-31,0.0,6.1,184.5,90.9197,6107.1,31.59,407000.0,1833.0,4.45,0.95,7.01,138.0,1008.010009765625,375.7000122070313
2003-09-30,0.0,6.1,185.1,91.5059,6079.7,28.29,387000.0,1939.0,4.27,0.94,6.79,138.5,995.969970703125,385.3999938964844
2003-10-31,0.0,6.0,184.9,91.6186,6070.0,30.33,379000.0,1967.0,4.29,0.92,6.73,139.3,1050.7099609375,384.5
2003-11-30,0.0,5.8,185.0,92.2329,6075.5,31.09,357000.0,2083.0,4.3,0.93,6.66,138.9,1058.199951171875,396.7999877929688
2003-12-31,0.0,5.7,185.5,92.2602,6073.8,32.15,349000.0,2057.0,4.27,0.9,6.6,139.5,1111.9200439453125,415.7000122070313
2004-01-31,0.0,5.7,186.3,92.4006,6082.1,34.27,376000.0,1911.0,4.15,0.88,6.44,141.4,1131.1300048828125,402.2000122070313
2004-02-29,0.0,5.6,186.7,92.958,6121.8,34.74,348000.0,1846.0,4.08,0.93,6.27,142.1,1144.93994140625,404.878
2004-03-31,0.0,5.8,187.1,92.5861,6157.9,36.76,340000.0,1998.0,3.83,0.94,6.11,143.1,1126.2099609375,427.2999877929688
2004-04-30,0.0,5.6,187.4,92.93,6198.9,36.69,339000.0,2003.0,4.35,0.94,6.46,144.8,1107.300048828125,387.0
2004-05-31,0.0,5.6,188.2,93.6013,6275.7,40.28,337000.0,1981.0,4.72,1.02,6.75,146.8,1120.6800537109375,394.0
2004-06-30,0.0,5.6,188.9,92.871,6277.9,38.02,348000.0,1828.0,4.73,1.27,6.78,147.2,1140.8399658203125,392.6000061035156
2004-07-31,0.0,5.5,189.1,93.5649,6291.1,40.69,341000.0,2002.0,4.5,1.33,6.62,147.4,1101.719970703125,391.0
2004-08-31,0.0,5.4,189.2,93.6277,6317.8,44.94,352000.0,2024.0,4.28,1.48,6.46,148.0,1104.239990234375,400.51
2004-09-30,0.0,5.4,189.8,93.7467,6352.2,45.95,351000.0,1905.0,4.13,1.65,6.27,147.7,1114.5799560546875,418.7000122070313
2004-10-31,0.0,5.5,190.8,94.5465,6379.8,53.13,332000.0,2072.0,4.1,1.76,6.21,150.0,1130.199951171875,428.5
2004-11-30,0.0,5.4,191.7,94.7813,6406.3,48.46,335000.0,1782.0,4.19,2.07,6.2,151.4,1173.8199462890625,451.2999877929688
2004-12-31,0.0,5.4,191.7,95.5365,6424.5,43.33,320000.0,2042.0,4.23,2.19,6.15,150.2,1211.9200439453125,437.5
2005-01-31,0.0,5.3,191.6,95.8801,6430.8,46.84,331000.0,2144.0,4.22,2.33,6.02,150.9,1181.27001953125,421.7999877929688
2005-02-28,0.0,5.4,192.4,96.5761,6438.9,47.97,314000.0,2207.0,4.17,2.54,5.82,151.6,1203.5999755859375,436.5
2005-03-31,0.0,5.2,193.1,96.4456,6448.3,54.31,342000.0,1864.0,4.5,2.74,6.06,153.7,1180.5899658203125,428.7000122070313
2005-04-30,0.0,5.2,193.7,96.6532,6461.8,53.04,334000.0,2061.0,4.34,2.78,6.05,155.0,1156.8499755859375,435.0
2005-05-31,0.0,5.1,193.6,96.7402,6479.0,49.83,340000.0,2025.0,4.14,2.84,6.01,154.3,1191.5,421.873
2005-06-30,0.0,5.0,193.7,97.1753,6511.7,56.26,311000.0,2068.0,4.0,2.97,5.86,154.3,1191.3299560546875,435.8999938964844
2005-07-31,0.0,5.0,194.9,96.8676,6543.5,58.7,316000.0,2054.0,4.18,3.22,5.95,156.3,1234.1800537109375,429.8999938964844
2005-08-31,0.0,4.9,196.1,97.1833,6576.3,64.97,318000.0,2095.0,4.26,3.44,5.96,157.6,1220.3299560546875,433.7999877929688
2005-09-30,0.0,5.0,198.8,95.3005,6610.1,65.57,359000.0,2151.0,4.2,3.42,6.03,162.2,1228.81005859375,469.0
2005-10-31,0.0,5.0,199.1,96.4572,6643.9,62.37,322000.0,2065.0,4.46,3.71,6.3,166.2,1207.010009765625,465.1000061035156
2005-11-30,0.0,5.0,198.1,97.5414,6660.7,58.3,311000.0,2147.0,4.54,3.88,6.39,163.7,1249.47998046875,494.6000061035156
2005-12-31,0.0,4.9,198.1,98.0452,6687.8,59.43,302000.0,1994.0,4.47,3.89,6.32,163.0,1248.2900390625,517.0999755859375
2006-01-31,0.0,4.7,199.3,98.1999,6730.1,65.51,282000.0,2273.0,4.42,4.24,6.24,164.3,1280.0799560546875,549.864
2006-02-28,0.0,4.8,199.4,98.2413,6754.7,61.63,293000.0,2119.0,4.57,4.43,6.27,161.8,1280.6600341796875,561.5999755859375
2006-03-31,0.0,4.7,199.7,98.4628,6769.3,62.9,295000.0,1969.0,4.72,4.51,6.41,162.2,1294.8699951171875,581.7999877929688
2006-04-30,0.0,4.7,200.7,98.7618,6806.9,69.69,321000.0,1821.0,4.99,4.6,6.68,164.3,1310.6099853515625,651.7999877929688
2006-05-31,0.0,4.6,201.3,98.7869,6813.7,70.94,330000.0,1942.0,5.11,4.72,6.75,165.8,1270.0899658203125,642.5
2006-06-30,0.0,4.6,201.8,99.0997,6851.8,70.96,309000.0,1802.0,5.11,4.79,6.78,166.1,1270.199951171875,613.5
2006-07-31,0.0,4.7,202.9,99.0489,6893.6,74.41,311000.0,1737.0,5.09,4.95,6.76,166.8,1276.6600341796875,634.2000122070312
2006-08-31,0.0,4.7,203.8,99.4836,6925.1,73.05,314000.0,1650.0,4.88,4.96,6.59,167.9,1303.8199462890625,625.9000244140625
2006-09-30,0.0,4.5,202.8,99.3183,6952.4,63.87,309000.0,1720.0,4.72,4.81,6.43,165.4,1335.8499755859375,598.5999755859375
2006-10-31,0.0,4.4,201.9,99.2044,7001.7,58.88,328000.0,1491.0,4.73,4.92,6.42,162.2,1377.93994140625,585.78
2006-11-30,0.0,4.5,202.0,99.1627,7037.2,59.37,349000.0,1570.0,4.6,4.94,6.2,164.6,1400.6300048828125,646.9000244140625
2006-12-31,0.0,4.4,203.1,100.1735,7080.1,62.03,341000.0,1649.0,4.56,4.85,6.22,165.6,1418.300048828125,635.2000122070312
2007-01-31,0.0,4.6,203.437,99.8346,7118.3,54.57,308000.0,1409.0,4.76,4.98,6.34,164.0,1438.239990234375,652.0
2007-02-28,0.0,4.5,204.226,100.7753,7134.3,59.26,322000.0,1480.0,4.72,5.03,6.28,166.8,1406.8199462890625,669.4000244140625
2007-03-31,0.0,4.4,205.288,100.9547,7168.2,60.56,307000.0,1495.0,4.56,4.94,6.27,169.3,1420.8599853515625,663.0
2007-04-30,0.0,4.5,205.904,101.6334,7240.7,63.97,301000.0,1490.0,4.69,4.87,6.39,171.4,1482.3699951171875,679.368
2007-05-31,0.0,4.4,206.755,101.7306,7254.6,63.46,310000.0,1415.0,4.75,4.73,6.39,173.3,1530.6199951171875,661.0
2007-06-30,0.0,4.6,207.234,101.7893,7287.8,67.48,317000.0,1448.0,5.1,4.61,6.7,173.8,1503.3499755859375,648.0999755859375
2007-07-31,0.0,4.7,207.603,101.6672,7318.7,74.18,305000.0,1354.0,5.0,4.82,6.65,175.1,1455.27001953125,665.38
2007-08-31,0.0,4.6,207.667,101.863,7394.8,72.39,329000.0,1330.0,4.67,4.2,6.65,172.4,1473.989990234375,673.0
2007-09-30,0.0,4.7,208.547,102.0894,7413.0,79.93,317000.0,1183.0,4.52,3.89,6.59,173.5,1526.75,742.7999877929688
2007-10-31,0.0,4.7,209.19,101.8015,7428.1,86.2,328000.0,1264.0,4.53,3.9,6.48,174.7,1549.3800048828125,792.0
2007-11-30,0.0,4.7,210.834,102.3446,7453.6,94.62,352000.0,1197.0,4.15,3.27,6.4,179.0,1481.1400146484375,782.2000122070312
2007-12-31,0.0,5.0,211.445,102.3803,7483.9,91.73,360000.0,1037.0,4.1,3.0,6.65,178.6,1468.3599853515625,834.9000244140625
2008-01-31,1.0,5.0,212.174,102.2448,7517.5,92.95,366000.0,1084.0,3.74,2.75,6.54,181.0,1378.550048828125,922.7000122070312
2008-02-29,1.0,4.9,212.687,101.8438,7604.0,95.35,354000.0,1103.0,3.74,2.12,6.82,182.7,1330.6300048828125,972.0999755859376
2008-03-31,1.0,5.1,213.448,101.5336,7670.0,105.56,387000.0,1005.0,3.51,1.26,6.89,187.9,1322.699951171875,916.2000122070312
2008-04-30,1.0,5.0,213.942,100.8785,7712.5,112.57,370000.0,1013.0,3.68,1.29,6.97,190.9,1385.5899658203125,862.7999877929688
2008-05-31,1.0,5.4,215.208,100.2674,7725.2,125.39,362000.0,973.0,3.88,1.73,6.93,196.6,1400.3800048828125,887.2999877929688
2008-06-30,1.0,5.6,217.463,100.0335,7743.9,133.93,392000.0,1046.0,4.1,1.86,7.07,200.5,1280.0,889.488
2008-07-31,1.0,5.8,219.016,99.676,7791.2,133.44,434000.0,923.0,4.01,1.63,7.16,205.5,1267.3800048828125,913.9000244140624
2008-08-31,1.0,6.1,218.69,98.1111,7805.8,116.61,442000.0,844.0,3.89,1.72,7.15,199.0,1282.8299560546875,829.2999877929688
2008-09-30,1.0,6.1,218.877,93.7895,7872.4,103.9,483000.0,820.0,3.69,1.13,7.31,196.9,1166.3599853515625,874.2000122070312
2008-10-31,1.0,6.5,216.995,94.7219,7974.9,76.65,480000.0,777.0,3.81,0.67,8.88,186.4,968.75,716.7999877929688
2008-11-30,1.0,6.8,213.153,93.4715,8027.0,57.44,529000.0,652.0,3.53,0.19,9.21,176.8,896.239990234375,816.2000122070312
2008-12-31,1.0,7.3,211.398,90.8357,8204.7,41.02,533000.0,560.0,2.42,0.03,8.43,170.9,903.25,883.5999755859375
2009-01-31,1.0,7.8,211.933,88.57,8289.0,41.74,629000.0,490.0,2.52,0.13,8.14,171.2,825.8800048828125,927.2999877929688
2009-02-28,1.0,8.3,212.705,88.031,8319.3,39.16,652000.0,582.0,2.87,0.3,8.08,169.3,735.0900268554688,943.0
2009-03-31,1.0,8.7,212.495,86.6528,8386.4,47.98,665000.0,505.0,2.82,0.21,8.42,168.1,797.8699951171875,924.273
2009-04-30,1.0,9.0,212.709,85.9344,8391.1,49.79,620000.0,478.0,2.93,0.16,8.39,169.1,872.8099975585938,890.7000122070312
2009-05-31,1.0,9.4,213.022,85.0665,8449.2,59.16,607000.0,540.0,3.29,0.18,8.06,170.8,919.1400146484376,978.7999877929688
2009-06-30,1.0,9.5,214.79,84.7459,8459.3,69.68,594000.0,585.0,3.72,0.18,7.5,174.1,919.3200073242188,927.0999755859376
2009-07-31,0.0,9.5,214.726,85.7027,8463.5,64.09,587000.0,594.0,3.56,0.18,7.09,172.5,987.47998046875,953.7000122070312
2009-08-31,0.0,9.6,215.445,86.6426,8463.0,71.06,564000.0,586.0,3.59,0.17,6.58,175.0,1020.6199951171876,951.7000122070312
2009-09-30,0.0,9.8,215.861,87.4063,8461.6,69.46,554000.0,585.0,3.4,0.12,6.31,174.1,1057.0799560546875,1008.0
2009-10-31,0.0,10.0,216.509,87.6419,8487.9,75.82,522000.0,534.0,3.39,0.07,6.29,175.2,1036.18994140625,1039.699951171875
2009-11-30,0.0,9.9,217.234,88.0221,8517.0,78.08,475000.0,588.0,3.4,0.05,6.32,177.4,1095.6300048828125,1127.036
2009-12-31,0.0,9.9,217.347,88.3793,8512.2,74.3,468000.0,581.0,3.59,0.05,6.37,178.1,1115.0999755859375,1095.199951171875
2010-01-31,0.0,9.8,217.488,89.3426,8477.7,78.22,496000.0,614.0,3.73,0.06,6.25,181.9,1073.8699951171875,1083.0
2010-02-28,0.0,9.8,217.281,89.6779,8527.3,76.42,488000.0,604.0,3.69,0.11,6.34,181.0,1104.489990234375,1118.300048828125
2010-03-31,0.0,9.9,217.353,90.2928,8523.5,81.24,459000.0,636.0,3.73,0.15,6.27,183.3,1169.4300537109375,1113.300048828125
2010-04-30,0.0,9.9,217.403,90.5991,8554.8,84.48,449000.0,687.0,3.85,0.16,6.25,184.4,1186.68994140625,1180.0999755859375
2010-05-31,0.0,9.6,217.29,91.823,8609.0,73.84,458000.0,583.0,3.42,0.16,6.05,184.8,1089.4100341796875,1212.199951171875
2010-06-30,0.0,9.4,217.199,91.9928,8628.1,75.35,464000.0,536.0,3.2,0.12,6.23,183.5,1030.7099609375,1245.5
2010-07-31,0.0,9.4,217.605,92.3421,8639.5,76.37,476000.0,546.0,3.01,0.16,6.01,184.1,1101.5999755859375,1181.699951171875
2010-08-31,0.0,9.5,217.923,92.6805,8687.9,76.82,467000.0,599.0,2.7,0.16,5.66,184.9,1049.3299560546875,1215.81
2010-09-30,0.0,9.5,218.275,92.9537,8718.7,75.31,459000.0,594.0,2.65,0.15,5.66,184.9,1141.199951171875,1307.800048828125
2010-10-31,0.0,9.4,219.035,92.6903,8768.4,81.9,453000.0,543.0,2.54,0.13,5.72,186.6,1183.260009765625,1357.0999755859375
2010-11-30,0.0,9.8,219.59,92.7709,8789.0,84.14,432000.0,545.0,2.76,0.14,5.92,187.7,1180.550048828125,1385.0
2010-12-31,0.0,9.3,220.472,93.6787,8823.2,89.04,404000.0,539.0,3.29,0.14,6.1,189.7,1257.6400146484375,1421.0999755859375
2011-01-31,0.0,9.1,221.187,93.4814,8849.0,89.42,420000.0,630.0,3.39,0.15,6.09,192.7,1286.1199951171875,1333.800048828125
2011-02-28,0.0,9.0,221.898,93.1102,8913.3,89.58,385000.0,517.0,3.58,0.13,6.15,195.8,1327.219970703125,1409.300048828125
2011-03-31,0.0,9.0,223.046,94.0788,8971.5,102.94,399000.0,600.0,3.41,0.1,6.03,199.2,1325.8299560546875,1438.9000244140625
2011-04-30,0.0,9.1,224.093,93.7749,9035.1,110.04,468000.0,554.0,3.46,0.06,6.02,203.1,1363.6099853515625,1556.0
2011-05-31,0.0,9.0,224.806,93.888,9107.8,101.33,418000.0,561.0,3.17,0.04,5.78,204.1,1345.199951171875,1512.58
2011-06-30,0.0,9.1,224.806,94.172,9182.1,96.29,421000.0,608.0,3.0,0.04,5.75,203.9,1320.6400146484375,1502.300048828125
2011-07-31,0.0,9.0,225.395,94.636,9344.2,97.19,406000.0,623.0,3.0,0.04,5.76,204.6,1292.280029296875,1628.300048828125
2011-08-31,0.0,9.0,226.106,95.2749,9531.0,86.33,409000.0,585.0,2.3,0.02,5.36,203.2,1218.8900146484375,1828.5
2011-09-30,0.0,9.0,226.597,95.1961,9551.5,85.61,406000.0,650.0,1.98,0.01,5.27,203.7,1131.4200439453125,1620.4000244140625
2011-10-31,0.0,8.8,226.75,95.8568,9584.4,86.41,399000.0,610.0,2.15,0.02,5.37,201.1,1253.300048828125,1724.199951171875
2011-11-30,0.0,8.6,227.169,95.8485,9636.5,97.21,397000.0,711.0,2.01,0.01,5.14,201.4,1246.9599609375,1745.5
2011-12-31,0.0,8.5,227.223,96.3571,9683.9,98.57,376000.0,694.0,1.98,0.01,5.25,199.8,1257.5999755859375,1565.800048828125
2012-01-31,0.0,8.3,227.842,96.9318,9757.6,100.24,372000.0,723.0,1.97,0.03,5.23,200.7,1312.4100341796875,1654.05
2012-02-29,0.0,8.3,228.329,97.2435,9809.8,102.25,365000.0,704.0,1.97,0.09,5.14,201.6,1365.6800537109375,1709.9000244140625
2012-03-31,0.0,8.2,228.807,96.74,9853.9,106.19,358000.0,695.0,2.17,0.08,5.23,204.2,1408.469970703125,1669.300048828125
2012-04-30,0.0,8.2,229.187,97.4359,9907.7,103.33,372000.0,753.0,2.05,0.08,5.19,203.7,1397.9100341796875,1649.2
2012-05-31,0.0,8.2,228.713,97.6609,9951.4,94.7,381000.0,708.0,1.8,0.09,5.07,201.9,1310.3299560546875,1562.5999755859375
2012-06-30,0.0,8.2,228.524,97.6663,10021.6,82.41,372000.0,757.0,1.62,0.09,5.02,199.8,1362.1600341796875,1603.5
2012-07-31,0.0,8.2,228.59,97.8713,10074.5,87.93,372000.0,740.0,1.53,0.1,4.87,200.1,1379.3199462890625,1594.29
2012-08-31,0.0,8.1,229.918,97.4525,10145.6,94.16,377000.0,754.0,1.68,0.1,4.91,202.7,1406.5799560546875,1684.5999755859375
2012-09-30,0.0,7.8,231.015,97.381,10226.1,94.72,376000.0,847.0,1.72,0.11,4.84,204.4,1440.6700439453125,1771.0999755859375
2012-10-31,0.0,7.8,231.638,97.7193,10292.4,89.57,364000.0,915.0,1.75,0.1,4.58,203.5,1412.1600341796875,1717.5
2012-11-30,0.0,7.7,231.249,98.0777,10361.9,86.66,388000.0,833.0,1.65,0.09,4.51,201.8,1416.1800537109375,1710.9000244140625
2012-12-31,0.0,7.9,231.221,98.3101,10484.1,88.25,362000.0,976.0,1.72,0.07,4.63,201.5,1426.18994140625,1674.800048828125
2013-01-31,0.0,8.0,231.679,98.3342,10508.1,94.69,366000.0,888.0,1.91,0.07,4.73,202.5,1498.1099853515625,1660.5999755859375
2013-02-28,0.0,7.7,232.937,98.7941,10527.5,95.32,342000.0,962.0,1.98,0.1,4.85,204.3,1514.6800537109375,1577.699951171875
2013-03-31,0.0,7.5,232.282,99.1921,10583.8,93.05,375000.0,1010.0,1.96,0.09,4.85,204.0,1569.18994140625,1594.800048828125
2013-04-30,0.0,7.6,231.797,99.1065,10611.3,92.07,331000.0,835.0,1.76,0.06,4.59,203.5,1597.5699462890625,1472.199951171875
2013-05-31,0.0,7.5,231.893,99.1839,10646.1,94.8,353000.0,930.0,1.93,0.04,4.73,204.1,1630.739990234375,1392.5999755859375
2013-06-30,0.0,7.5,232.445,99.3897,10703.3,95.8,340000.0,839.0,2.3,0.05,5.19,204.3,1606.280029296875,1223.800048828125
2013-07-31,0.0,7.3,232.9,99.0814,10742.8,104.61,334000.0,880.0,2.58,0.04,5.32,204.4,1685.72998046875,1312.4000244140625
2013-08-31,0.0,7.2,233.456,99.6543,10801.2,106.57,325000.0,917.0,2.74,0.04,5.42,204.2,1632.969970703125,1396.0999755859375
2013-09-30,0.0,7.2,233.544,100.161,10862.0,106.29,319000.0,850.0,2.81,0.02,5.47,203.9,1681.550048828125,1348.6
2013-10-31,0.0,7.2,233.669,100.082,10986.3,100.54,347000.0,925.0,2.62,0.05,5.31,202.5,1756.5400390625,1323.5999755859375
2013-11-30,0.0,6.9,234.1,100.3158,10995.6,93.86,312000.0,1100.0,2.72,0.07,5.38,201.2,1805.81005859375,1250.5999755859375
2013-12-31,0.0,6.7,234.719,100.5175,11060.1,97.63,332000.0,1002.0,2.9,0.07,5.38,202.0,1848.3599853515625,1221.512
2014-01-31,0.0,6.6,235.288,100.1599,11130.8,94.62,340000.0,888.0,2.86,0.04,5.19,203.8,1782.5899658203125,1240.0999755859375
2014-02-28,0.0,6.7,235.547,100.9168,11196.8,100.82,341000.0,944.0,2.71,0.05,5.1,205.7,1859.449951171875,1321.4000244140625
2014-03-31,0.0,6.7,236.028,101.8942,11232.6,100.8,330000.0,970.0,2.72,0.05,5.06,207.0,1872.3399658203125,1283.4000244140625
2014-04-30,0.0,6.2,236.468,101.9928,11277.7,102.07,345000.0,1043.0,2.71,0.03,4.9,208.3,1883.949951171875,1295.5999755859375
2014-05-31,0.0,6.3,236.918,102.3836,11342.8,102.18,312000.0,1007.0,2.56,0.03,4.76,208.0,1923.5699462890625,1245.5999755859375
2014-06-30,0.0,6.1,237.231,102.735,11398.1,105.79,308000.0,911.0,2.6,0.04,4.8,208.3,1960.22998046875,1279.1
2014-07-31,0.0,6.2,237.498,102.9632,11453.0,103.59,303000.0,1085.0,2.54,0.03,4.73,208.0,1930.6700439453125,1281.300048828125
2014-08-31,0.0,6.1,237.46,102.7688,11477.3,96.54,303000.0,984.0,2.42,0.03,4.69,207.0,2003.3699951171875,1285.800048828125
2014-09-30,0.0,5.9,237.477,103.0641,11519.1,93.21,290000.0,1023.0,2.53,0.02,4.8,206.4,1972.2900390625,1210.5
2014-10-31,0.0,5.7,237.43,103.0764,11593.1,84.4,291000.0,1074.0,2.3,0.02,4.69,203.4,2018.050048828125,1171.0999755859375
2014-11-30,0.0,5.8,236.983,103.7126,11634.2,75.79,291000.0,1001.0,2.33,0.02,4.79,200.9,2067.56005859375,1175.199951171875
2014-12-31,0.0,5.6,236.252,103.7044,11717.6,59.29,285000.0,1073.0,2.21,0.03,4.74,197.0,2058.89990234375,1183.9000244140625
2015-01-31,0.0,5.7,234.747,102.8905,11805.2,47.22,281000.0,1085.0,1.88,0.03,4.45,192.0,1994.989990234375,1278.5
2015-02-28,0.0,5.5,235.342,102.2335,11922.8,50.58,317000.0,886.0,1.98,0.02,4.51,191.1,2104.5,1227.08
2015-03-31,0.0,5.4,235.976,101.8914,11920.5,47.82,269000.0,960.0,2.04,0.03,4.54,191.5,2067.889892578125,1178.63
2015-04-30,0.0,5.4,236.222,101.3355,11954.6,54.45,269000.0,1190.0,1.94,0.02,4.48,190.9,2085.510009765625,1182.4000244140625
2015-05-31,0.0,5.6,237.001,100.8883,11982.6,59.27,275000.0,1079.0,2.2,0.02,4.89,193.4,2107.389892578125,1189.4000244140625
2015-06-30,0.0,5.3,237.657,100.571,12023.2,59.82,275000.0,1205.0,2.36,0.02,5.13,194.8,2063.110107421875,1171.5
2015-07-31,0.0,5.2,238.034,101.2228,12067.0,50.9,269000.0,1146.0,2.32,0.03,5.2,193.9,2103.840087890625,1094.9000244140625
